"77","35.141.42.212","UM3K5SDSG6","2020-07-29","80900","631809","37356","34","male","12","I just went with my gut.  When one paid out 23 I usually stuck with it.","I judged on how much I trusted the demonstrator.  If I did, I stayed with them, especially when I kept getting hits.  If I didnt, I followed my old process.","NULL","1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1","3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2,1,1,1,4,2,2,2,2,2,2,2,1,3,1,2,1,1,1,1","6,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3","1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1","3,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","8,8,8,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3","1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","3,3,3,2,7,2,7,3,3,3,3,3,3,5,3,3,3,3,3,3","0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1","1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0","0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1","1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0","0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1","0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1","0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1","0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1","1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1","1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0","1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1","0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1","4Low,2No,2Mid,2High,8No,2Low,8Low,4Mid,8Mid,8High,4No,4High","10,11,12,8,13,11,10,11,10,14,14,15","2.39"
"78","73.169.119.154","2B0RXXC9DX","2020-07-29","235534","717423","68271","64","female","16","I just tried to find a pattern.","I would go to the first one until I get a red X then I went to another slot machine where the hand had been.","NULL","2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1","3,3,1,2,4,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1","1,6,6,8,8,8,6,8,8,6,3,3,4,1,2,2,8,8,7,7","1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2","2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1","1,2,2,2,2,2,8,8,8,8,8,8,8,8,1,1,1,1,1,1","1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2","1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1","2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,8,8,7,7","2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1","2,4,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1","2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1","0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0","1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1","0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0","1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0","0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1","0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0","0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0","1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1","1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1","0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1","0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0","1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1","2Low,2No,4No,8High,4High,8Mid,2Mid,4Low,8Low,4Mid,2High,8No","10,13,11,14,12,13,8,15,13,15,9,9","2.42"
"79","138.219.172.96","TGXRHXAFMZ","2020-07-29","208767","652971","46096","40","female","10","i guessed it","i made it probability","NULL","2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2","4,4,4,4,4,4,3,2,1,4,4,1,4,1,1,4,1,1,4,1","8,4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2","3,2,3,3,3,2,3,2,1,4,3,1,1,1,1,2,1,1,4,3","6,5,5,5,6,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3","1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2","3,2,3,1,1,1,3,1,1,4,2,4,1,4,1,1,1,1,1,1","8,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1","1,1,1,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1","3,3,3,2,7,3,7,3,3,3,3,3,3,5,3,3,3,3,3,3","0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0","1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1","0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1","0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0","1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1","0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1","0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0","1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0","0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1","1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1","1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0","1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0","2Low,4Mid,2High,4High,4Low,8High,8Low,8Mid,8No,2No,2Mid,4No","5,13,12,14,11,16,11,14,11,9,9,7","2.32"
"80","47.7.97.67","TIW3JGN5JJ","2020-07-29","440520","646395","50821","33","male","17","just try to guess","i try to go to something else then the demonstrator","NULL","1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1","4,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,4,3,2","8,5,4,3,8,7,4,8,5,7,4,3,8,7,6,1,8,2,1,5","1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1","1,4,2,1,4,4,4,4,3,1,1,3,3,2,3,4,3,3,2,1","6,2,5,8,3,7,1,8,5,7,5,2,8,4,7,5,3,7,8,5","1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2","1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","8,7,2,2,2,2,2,2,1,3,7,2,6,1,5,2,8,2,1,2","2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1","4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0","0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0","1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0","1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0","0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1","0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0","1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1","1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1","0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1","0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1","1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1","2Mid,8Low,4Low,8No,2Low,8Mid,2High,4Mid,8High,4High,2No,4No","13,12,9,11,5,8,11,16,16,16,6,6","2.29"
"81","64.83.232.16","5C68UDI08H","2020-07-29","328086","677355","123911","44","male","22","I most made choices based on my intuition after several initial tries. I closed the same one after that.","Most based on the selection suggested by demonstrator. But if the level is low, I would randomly select.","NULL","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2,1,3,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2","3,2,3,3,2,2,3,3,3,3,3,1,1,3,1,2,1,1,1,3","3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1","3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","8,4,3,4,1,3,3,3,3,3,3,3,3,3,8,1,3,3,3,3","1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1","1,1,1,3,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1","3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1","0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1","1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0","0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0","1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1","1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1","1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0","0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0","0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1","0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1","1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1","0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0","4High,2Low,4No,8High,4Low,2Mid,2High,8Mid,8No,4Mid,2No,8Low","12,8,10,13,11,8,6,9,11,13,13,14","2.28"
"82","198.228.132.184","99V6JKMUPD","2020-07-29","319635","881541","95881","59","male","5","good","good","interesting survey","1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1","1,2,1,2,1,2,1,3,1,4,1,3,2,1,2,3,1,2,3,1","1,5,8,2,6,1,5,3,7,8,1,2,3,7,4,8,1,5,2,3","1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1","1,2,3,4,1,2,1,3,2,1,3,1,4,2,1,1,2,4,3,1","2,1,4,3,6,2,5,1,6,2,3,1,2,2,1,6,3,2,1,6","2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2","3,1,2,1,1,1,3,2,1,4,1,2,1,4,1,3,2,4,3,1","8,4,2,1,5,7,6,3,4,1,8,2,8,5,2,8,4,3,7,5","1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1","3,4,4,4,4,2,3,1,4,3,4,3,4,3,4,2,1,4,3,2","5,1,2,8,3,6,7,2,5,8,1,6,4,2,5,1,2,5,3,6","0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1","1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1","1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0","1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0","1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0","1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0","0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0","0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0","1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1","1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1","0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0","0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0","4Mid,4No,4Low,8Mid,8High,2No,8No,2Low,4High,2Mid,8Low,2High","12,10,8,10,8,10,9,10,10,5,13,12","2.17"
"83","68.99.226.61","V97PIOLTXZ","2020-07-29","257900","772855","127784","57","female","15","When there was no demonstrator I just picked a slot machine that felt right and if it paid I kept on it until it stopped paying then I switched.","I only followed the demonstrator labeled at least good, and I only went with them when the slot machine I selected quit paying.","NULL","2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1","2,3,3,1,1,1,4,4,3,3,2,1,1,1,1,1,4,2,3,3","1,7,8,8,8,5,5,4,4,2,2,2,1,6,6,6,3,3,3,3","1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2","2,2,1,1,1,1,1,1,3,4,4,4,3,3,3,3,2,2,1,1","7,7,2,1,4,3,3,3,8,8,5,7,3,1,4,4,4,4,2,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1","3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2","6,4,5,4,2,2,2,2,7,7,8,8,3,3,8,3,3,3,3,3","1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1","3,2,3,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1","3,4,1,7,5,5,6,6,3,2,2,3,3,5,3,3,3,3,3,3","0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1","0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0","0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1","1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0","0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1","1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0","0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0","0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0","0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1","1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1","1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1","0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1","4High,2Low,4No,2No,8No,4Low,4Mid,8Low,2Mid,8Mid,2High,8High","16,8,10,7,10,12,15,7,12,11,10,7","2.25"
"84","104.37.172.9","VWG1IUI2OA","2020-07-29","367264","770353","99516","47","female","15","As per the instruction","As per the instruction","NULL","2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1","2,2,1,1,1,1,2,1,1,1,1,4,3,4,1,1,1,1,1,1","3,3,5,8,8,8,8,8,6,6,1,1,1,7,7,7,2,2,2,2","2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1","4,1,2,4,3,2,4,1,4,3,3,2,3,4,3,2,1,2,3,3","6,4,5,5,5,6,6,3,8,8,5,5,4,2,2,7,1,1,1,1","1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1","2,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,2","4,4,4,4,1,7,7,7,7,6,1,1,7,3,3,3,3,3,7,7","1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1","3,3,2,2,1,1,3,3,3,3,2,1,1,3,4,3,1,1,1,1","6,3,2,4,7,3,5,2,5,1,4,2,5,5,2,2,2,2,2,2","0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1","1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1","1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1","0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0","1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0","0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1","1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1","1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0","0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1","1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0","0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1","1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1","2Low,4Low,2No,8High,8Mid,4No,4High,8Low,4Mid,2High,2Mid,8No","12,11,11,12,11,15,10,8,12,11,15,14","2.42"
"85","8.20.63.124","F2DMOWVYT5","2020-07-29","468773","761290","126079","25","male","13","I just provide my own opinion","I just provide my own opinion in following choices, Then I will honestly answer the each and every answer","NULL","1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2","2,1,4,3,3,3,4,2,1,1,4,4,4,2,3,1,1,2,2,2","5,1,8,3,8,1,1,1,8,5,3,1,1,8,3,4,3,6,3,4","2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2","3,1,2,3,2,1,4,1,2,1,3,3,3,2,3,3,2,3,1,3","6,8,1,7,6,4,2,5,8,3,1,7,6,4,2,5,7,7,5,8","1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2,2,3,1,3,3,3,1,1,4,2,4,1,1,1,1,1,1,1,1","8,1,1,3,4,3,6,7,1,6,2,4,5,6,8,1,8,8,6,6","2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1,1,1,2,1,1,1,1,2,3,3,3,2,2,1,2,2,2,2,2","3,3,3,3,4,5,6,3,3,3,3,4,4,3,3,3,3,4,4,4","0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0","0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1","1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1","0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0","0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1","1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1","1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1","0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1","0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0","0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0","1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0","1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0","4Mid,2Low,4No,8No,2Mid,4Low,8Low,8Mid,2High,8High,4High,2No","14,9,8,12,12,12,10,8,14,10,10,8","2.27"
"86","67.3.96.104","DU9Z01YDMT","2020-07-29","410594","924579","29102","23","male","13","based on which was giving coins","based on there rating","na","2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1","6,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","7,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1","1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0","0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1","1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1","0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1","0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0","0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1","1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0","1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1","0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1","1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1","2Low,8Mid,4Low,8High,4No,2No,8No,8Low,2High,2Mid,4High,4Mid","8,13,14,15,17,15,14,12,18,11,16,13","2.66"
